Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T061_001
"41051005700","14000US41051005700","Census Tract 57, Multnomah County, Oregon","Census Tract 57, Multnomah County, Oregon","or","140","00","ACSSF","0001496",,,,,"41","051",,,,"005700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97028
"41051005800","14000US41051005800","Census Tract 58, Multnomah County, Oregon","Census Tract 58, Multnomah County, Oregon","or","140","00","ACSSF","0001497",,,,,"41","051",,,,"005800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165598
"41051005900","14000US41051005900","Census Tract 59, Multnomah County, Oregon","Census Tract 59, Multnomah County, Oregon","or","140","00","ACSSF","0001498",,,,,"41","051",,,,"005900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104265
"41051006001","14000US41051006001","Census Tract 60.01, Multnomah County, Oregon","Census Tract 60.01, Multnomah County, Oregon","or","140","00","ACSSF","0001499",,,,,"41","051",,,,"006001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143875
"41051006002","14000US41051006002","Census Tract 60.02, Multnomah County, Oregon","Census Tract 60.02, Multnomah County, Oregon","or","140","00","ACSSF","0001500",,,,,"41","051",,,,"006002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116607
"41051006100","14000US41051006100","Census Tract 61, Multnomah County, Oregon","Census Tract 61, Multnomah County, Oregon","or","140","00","ACSSF","0001501",,,,,"41","051",,,,"006100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118438
"41051006200","14000US41051006200","Census Tract 62, Multnomah County, Oregon","Census Tract 62, Multnomah County, Oregon","or","140","00","ACSSF","0001502",,,,,"41","051",,,,"006200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100156
"41051006300","14000US41051006300","Census Tract 63, Multnomah County, Oregon","Census Tract 63, Multnomah County, Oregon","or","140","00","ACSSF","0001503",,,,,"41","051",,,,"006300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126146
"41051006402","14000US41051006402","Census Tract 64.02, Multnomah County, Oregon","Census Tract 64.02, Multnomah County, Oregon","or","140","00","ACSSF","0001504",,,,,"41","051",,,,"006402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124083
"41051006403","14000US41051006403","Census Tract 64.03, Multnomah County, Oregon","Census Tract 64.03, Multnomah County, Oregon","or","140","00","ACSSF","0001505",,,,,"41","051",,,,"006403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86705
"41051006404","14000US41051006404","Census Tract 64.04, Multnomah County, Oregon","Census Tract 64.04, Multnomah County, Oregon","or","140","00","ACSSF","0001506",,,,,"41","051",,,,"006404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104286
"41051006501","14000US41051006501","Census Tract 65.01, Multnomah County, Oregon","Census Tract 65.01, Multnomah County, Oregon","or","140","00","ACSSF","0001507",,,,,"41","051",,,,"006501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103531
"41051006502","14000US41051006502","Census Tract 65.02, Multnomah County, Oregon","Census Tract 65.02, Multnomah County, Oregon","or","140","00","ACSSF","0001508",,,,,"41","051",,,,"006502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76023
"41051006601","14000US41051006601","Census Tract 66.01, Multnomah County, Oregon","Census Tract 66.01, Multnomah County, Oregon","or","140","00","ACSSF","0001509",,,,,"41","051",,,,"006601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113264
"41051006602","14000US41051006602","Census Tract 66.02, Multnomah County, Oregon","Census Tract 66.02, Multnomah County, Oregon","or","140","00","ACSSF","0001510",,,,,"41","051",,,,"006602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67458
"41051006701","14000US41051006701","Census Tract 67.01, Multnomah County, Oregon","Census Tract 67.01, Multnomah County, Oregon","or","140","00","ACSSF","0001511",,,,,"41","051",,,,"006701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98836
"41051006702","14000US41051006702","Census Tract 67.02, Multnomah County, Oregon","Census Tract 67.02, Multnomah County, Oregon","or","140","00","ACSSF","0001512",,,,,"41","051",,,,"006702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73724
"41051006801","14000US41051006801","Census Tract 68.01, Multnomah County, Oregon","Census Tract 68.01, Multnomah County, Oregon","or","140","00","ACSSF","0001513",,,,,"41","051",,,,"006801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131838
"41051006802","14000US41051006802","Census Tract 68.02, Multnomah County, Oregon","Census Tract 68.02, Multnomah County, Oregon","or","140","00","ACSSF","0001514",,,,,"41","051",,,,"006802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124545
"41051006900","14000US41051006900","Census Tract 69, Multnomah County, Oregon","Census Tract 69, Multnomah County, Oregon","or","140","00","ACSSF","0001515",,,,,"41","051",,,,"006900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166316
"41051007000","14000US41051007000","Census Tract 70, Multnomah County, Oregon","Census Tract 70, Multnomah County, Oregon","or","140","00","ACSSF","0001516",,,,,"41","051",,,,"007000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184091
"41051007100","14000US41051007100","Census Tract 71, Multnomah County, Oregon","Census Tract 71, Multnomah County, Oregon","or","140","00","ACSSF","0001517",,,,,"41","051",,,,"007100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102292
"41051007201","14000US41051007201","Census Tract 72.01, Multnomah County, Oregon","Census Tract 72.01, Multnomah County, Oregon","or","140","00","ACSSF","0001518",,,,,"41","051",,,,"007201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86319
"41051007202","14000US41051007202","Census Tract 72.02, Multnomah County, Oregon","Census Tract 72.02, Multnomah County, Oregon","or","140","00","ACSSF","0001519",,,,,"41","051",,,,"007202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65400
"41051007300","14000US41051007300","Census Tract 73, Multnomah County, Oregon","Census Tract 73, Multnomah County, Oregon","or","140","00","ACSSF","0001520",,,,,"41","051",,,,"007300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39063
"41051007400","14000US41051007400","Census Tract 74, Multnomah County, Oregon","Census Tract 74, Multnomah County, Oregon","or","140","00","ACSSF","0001521",,,,,"41","051",,,,"007400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39833
"41051007500","14000US41051007500","Census Tract 75, Multnomah County, Oregon","Census Tract 75, Multnomah County, Oregon","or","140","00","ACSSF","0001522",,,,,"41","051",,,,"007500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54931
"41051007600","14000US41051007600","Census Tract 76, Multnomah County, Oregon","Census Tract 76, Multnomah County, Oregon","or","140","00","ACSSF","0001523",,,,,"41","051",,,,"007600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39759
"41051007700","14000US41051007700","Census Tract 77, Multnomah County, Oregon","Census Tract 77, Multnomah County, Oregon","or","140","00","ACSSF","0001524",,,,,"41","051",,,,"007700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55526
"41051007800","14000US41051007800","Census Tract 78, Multnomah County, Oregon","Census Tract 78, Multnomah County, Oregon","or","140","00","ACSSF","0001525",,,,,"41","051",,,,"007800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58375
"41051007900","14000US41051007900","Census Tract 79, Multnomah County, Oregon","Census Tract 79, Multnomah County, Oregon","or","140","00","ACSSF","0001526",,,,,"41","051",,,,"007900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53810
"41051008001","14000US41051008001","Census Tract 80.01, Multnomah County, Oregon","Census Tract 80.01, Multnomah County, Oregon","or","140","00","ACSSF","0001527",,,,,"41","051",,,,"008001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59868
"41051008002","14000US41051008002","Census Tract 80.02, Multnomah County, Oregon","Census Tract 80.02, Multnomah County, Oregon","or","140","00","ACSSF","0001528",,,,,"41","051",,,,"008002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64514
"41051008100","14000US41051008100","Census Tract 81, Multnomah County, Oregon","Census Tract 81, Multnomah County, Oregon","or","140","00","ACSSF","0001529",,,,,"41","051",,,,"008100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43244
"41051008201","14000US41051008201","Census Tract 82.01, Multnomah County, Oregon","Census Tract 82.01, Multnomah County, Oregon","or","140","00","ACSSF","0001530",,,,,"41","051",,,,"008201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49598
"41051008202","14000US41051008202","Census Tract 82.02, Multnomah County, Oregon","Census Tract 82.02, Multnomah County, Oregon","or","140","00","ACSSF","0001531",,,,,"41","051",,,,"008202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48750
"41051008301","14000US41051008301","Census Tract 83.01, Multnomah County, Oregon","Census Tract 83.01, Multnomah County, Oregon","or","140","00","ACSSF","0001532",,,,,"41","051",,,,"008301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28352
"41051008302","14000US41051008302","Census Tract 83.02, Multnomah County, Oregon","Census Tract 83.02, Multnomah County, Oregon","or","140","00","ACSSF","0001533",,,,,"41","051",,,,"008302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38750
"41051008400","14000US41051008400","Census Tract 84, Multnomah County, Oregon","Census Tract 84, Multnomah County, Oregon","or","140","00","ACSSF","0001534",,,,,"41","051",,,,"008400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39234
"41051008500","14000US41051008500","Census Tract 85, Multnomah County, Oregon","Census Tract 85, Multnomah County, Oregon","or","140","00","ACSSF","0001535",,,,,"41","051",,,,"008500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50818
"41051008600","14000US41051008600","Census Tract 86, Multnomah County, Oregon","Census Tract 86, Multnomah County, Oregon","or","140","00","ACSSF","0001536",,,,,"41","051",,,,"008600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43884
"41051008700","14000US41051008700","Census Tract 87, Multnomah County, Oregon","Census Tract 87, Multnomah County, Oregon","or","140","00","ACSSF","0001537",,,,,"41","051",,,,"008700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55898
"41051008800","14000US41051008800","Census Tract 88, Multnomah County, Oregon","Census Tract 88, Multnomah County, Oregon","or","140","00","ACSSF","0001538",,,,,"41","051",,,,"008800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64803
"41051008901","14000US41051008901","Census Tract 89.01, Multnomah County, Oregon","Census Tract 89.01, Multnomah County, Oregon","or","140","00","ACSSF","0001539",,,,,"41","051",,,,"008901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73526
"41051008902","14000US41051008902","Census Tract 89.02, Multnomah County, Oregon","Census Tract 89.02, Multnomah County, Oregon","or","140","00","ACSSF","0001540",,,,,"41","051",,,,"008902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56500
"41051009000","14000US41051009000","Census Tract 90, Multnomah County, Oregon","Census Tract 90, Multnomah County, Oregon","or","140","00","ACSSF","0001541",,,,,"41","051",,,,"009000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37441
"41051009101","14000US41051009101","Census Tract 91.01, Multnomah County, Oregon","Census Tract 91.01, Multnomah County, Oregon","or","140","00","ACSSF","0001542",,,,,"41","051",,,,"009101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37786
"41051009102","14000US41051009102","Census Tract 91.02, Multnomah County, Oregon","Census Tract 91.02, Multnomah County, Oregon","or","140","00","ACSSF","0001543",,,,,"41","051",,,,"009102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55547
"41051009201","14000US41051009201","Census Tract 92.01, Multnomah County, Oregon","Census Tract 92.01, Multnomah County, Oregon","or","140","00","ACSSF","0001544",,,,,"41","051",,,,"009201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45915
"41051009202","14000US41051009202","Census Tract 92.02, Multnomah County, Oregon","Census Tract 92.02, Multnomah County, Oregon","or","140","00","ACSSF","0001545",,,,,"41","051",,,,"009202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47455
"41051009301","14000US41051009301","Census Tract 93.01, Multnomah County, Oregon","Census Tract 93.01, Multnomah County, Oregon","or","140","00","ACSSF","0001546",,,,,"41","051",,,,"009301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53912
"41051009302","14000US41051009302","Census Tract 93.02, Multnomah County, Oregon","Census Tract 93.02, Multnomah County, Oregon","or","140","00","ACSSF","0001547",,,,,"41","051",,,,"009302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70625
"41051009400","14000US41051009400","Census Tract 94, Multnomah County, Oregon","Census Tract 94, Multnomah County, Oregon","or","140","00","ACSSF","0001548",,,,,"41","051",,,,"009400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67813
"41051009501","14000US41051009501","Census Tract 95.01, Multnomah County, Oregon","Census Tract 95.01, Multnomah County, Oregon","or","140","00","ACSSF","0001549",,,,,"41","051",,,,"009501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56500
"41051009502","14000US41051009502","Census Tract 95.02, Multnomah County, Oregon","Census Tract 95.02, Multnomah County, Oregon","or","140","00","ACSSF","0001550",,,,,"41","051",,,,"009502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63636
"41051009603","14000US41051009603","Census Tract 96.03, Multnomah County, Oregon","Census Tract 96.03, Multnomah County, Oregon","or","140","00","ACSSF","0001551",,,,,"41","051",,,,"009603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57000
"41051009604","14000US41051009604","Census Tract 96.04, Multnomah County, Oregon","Census Tract 96.04, Multnomah County, Oregon","or","140","00","ACSSF","0001552",,,,,"41","051",,,,"009604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29591
"41051009605","14000US41051009605","Census Tract 96.05, Multnomah County, Oregon","Census Tract 96.05, Multnomah County, Oregon","or","140","00","ACSSF","0001553",,,,,"41","051",,,,"009605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37899
"41051009606","14000US41051009606","Census Tract 96.06, Multnomah County, Oregon","Census Tract 96.06, Multnomah County, Oregon","or","140","00","ACSSF","0001554",,,,,"41","051",,,,"009606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43326
"41051009701","14000US41051009701","Census Tract 97.01, Multnomah County, Oregon","Census Tract 97.01, Multnomah County, Oregon","or","140","00","ACSSF","0001555",,,,,"41","051",,,,"009701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46570
"41051009702","14000US41051009702","Census Tract 97.02, Multnomah County, Oregon","Census Tract 97.02, Multnomah County, Oregon","or","140","00","ACSSF","0001556",,,,,"41","051",,,,"009702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42733
"41051009801","14000US41051009801","Census Tract 98.01, Multnomah County, Oregon","Census Tract 98.01, Multnomah County, Oregon","or","140","00","ACSSF","0001557",,,,,"41","051",,,,"009801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30167
"41051009803","14000US41051009803","Census Tract 98.03, Multnomah County, Oregon","Census Tract 98.03, Multnomah County, Oregon","or","140","00","ACSSF","0001558",,,,,"41","051",,,,"009803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45828
"41051009804","14000US41051009804","Census Tract 98.04, Multnomah County, Oregon","Census Tract 98.04, Multnomah County, Oregon","or","140","00","ACSSF","0001559",,,,,"41","051",,,,"009804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51318
"41051009903","14000US41051009903","Census Tract 99.03, Multnomah County, Oregon","Census Tract 99.03, Multnomah County, Oregon","or","140","00","ACSSF","0001560",,,,,"41","051",,,,"009903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87006
"41051009904","14000US41051009904","Census Tract 99.04, Multnomah County, Oregon","Census Tract 99.04, Multnomah County, Oregon","or","140","00","ACSSF","0001561",,,,,"41","051",,,,"009904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65417
"41051009905","14000US41051009905","Census Tract 99.05, Multnomah County, Oregon","Census Tract 99.05, Multnomah County, Oregon","or","140","00","ACSSF","0001562",,,,,"41","051",,,,"009905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68207
"41051009906","14000US41051009906","Census Tract 99.06, Multnomah County, Oregon","Census Tract 99.06, Multnomah County, Oregon","or","140","00","ACSSF","0001563",,,,,"41","051",,,,"009906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88346
"41051009907","14000US41051009907","Census Tract 99.07, Multnomah County, Oregon","Census Tract 99.07, Multnomah County, Oregon","or","140","00","ACSSF","0001564",,,,,"41","051",,,,"009907",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72037
"41051010001","14000US41051010001","Census Tract 100.01, Multnomah County, Oregon","Census Tract 100.01, Multnomah County, Oregon","or","140","00","ACSSF","0001565",,,,,"41","051",,,,"010001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44583
"41051010002","14000US41051010002","Census Tract 100.02, Multnomah County, Oregon","Census Tract 100.02, Multnomah County, Oregon","or","140","00","ACSSF","0001566",,,,,"41","051",,,,"010002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57635
"41051010100","14000US41051010100","Census Tract 101, Multnomah County, Oregon","Census Tract 101, Multnomah County, Oregon","or","140","00","ACSSF","0001567",,,,,"41","051",,,,"010100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52452
"41051010200","14000US41051010200","Census Tract 102, Multnomah County, Oregon","Census Tract 102, Multnomah County, Oregon","or","140","00","ACSSF","0001568",,,,,"41","051",,,,"010200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60304
"41051010303","14000US41051010303","Census Tract 103.03, Multnomah County, Oregon","Census Tract 103.03, Multnomah County, Oregon","or","140","00","ACSSF","0001569",,,,,"41","051",,,,"010303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62393
"41051010304","14000US41051010304","Census Tract 103.04, Multnomah County, Oregon","Census Tract 103.04, Multnomah County, Oregon","or","140","00","ACSSF","0001570",,,,,"41","051",,,,"010304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40363
"41051010305","14000US41051010305","Census Tract 103.05, Multnomah County, Oregon","Census Tract 103.05, Multnomah County, Oregon","or","140","00","ACSSF","0001571",,,,,"41","051",,,,"010305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72230
"41051010306","14000US41051010306","Census Tract 103.06, Multnomah County, Oregon","Census Tract 103.06, Multnomah County, Oregon","or","140","00","ACSSF","0001572",,,,,"41","051",,,,"010306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67453
"41051010402","14000US41051010402","Census Tract 104.02, Multnomah County, Oregon","Census Tract 104.02, Multnomah County, Oregon","or","140","00","ACSSF","0001573",,,,,"41","051",,,,"010402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84191
"41051010405","14000US41051010405","Census Tract 104.05, Multnomah County, Oregon","Census Tract 104.05, Multnomah County, Oregon","or","140","00","ACSSF","0001574",,,,,"41","051",,,,"010405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55041
"41051010407","14000US41051010407","Census Tract 104.07, Multnomah County, Oregon","Census Tract 104.07, Multnomah County, Oregon","or","140","00","ACSSF","0001575",,,,,"41","051",,,,"010407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71071
"41051010408","14000US41051010408","Census Tract 104.08, Multnomah County, Oregon","Census Tract 104.08, Multnomah County, Oregon","or","140","00","ACSSF","0001576",,,,,"41","051",,,,"010408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60921
"41051010409","14000US41051010409","Census Tract 104.09, Multnomah County, Oregon","Census Tract 104.09, Multnomah County, Oregon","or","140","00","ACSSF","0001577",,,,,"41","051",,,,"010409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76684
"41051010410","14000US41051010410","Census Tract 104.10, Multnomah County, Oregon","Census Tract 104.10, Multnomah County, Oregon","or","140","00","ACSSF","0001578",,,,,"41","051",,,,"010410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49811
"41051010411","14000US41051010411","Census Tract 104.11, Multnomah County, Oregon","Census Tract 104.11, Multnomah County, Oregon","or","140","00","ACSSF","0001579",,,,,"41","051",,,,"010411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49091
"41051010500","14000US41051010500","Census Tract 105, Multnomah County, Oregon","Census Tract 105, Multnomah County, Oregon","or","140","00","ACSSF","0001580",,,,,"41","051",,,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80610
"41051010600","14000US41051010600","Census Tract 106, Multnomah County, Oregon","Census Tract 106, Multnomah County, Oregon","or","140","00","ACSSF","0001581",,,,,"41","051",,,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55590
"41051980000","14000US41051980000","Census Tract 9800, Multnomah County, Oregon","Census Tract 9800, Multnomah County, Oregon","or","140","00","ACSSF","0001582",,,,,"41","051",,,,"980000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
