"Geo_FIPS","Geo_GEOID","Geo_NAME","Geo_QName","Geo_TRACT","SE_T061_001","TRACT","TRACT_NO","FIPS"
138,NA,NA,NA,NA,NA,"002903",29.03,"41051002903"
204,NA,NA,NA,NA,NA,"007800",78,"41051007800"
217,NA,NA,NA,NA,NA,"008800",88,"41051008800"
229,NA,NA,NA,NA,NA,"009502",95.02,"41051009502"
163,NA,NA,NA,NA,NA,"004300",43,"41051004300"
92,NA,NA,NA,NA,NA,"000200",2,"41051000200"
93,NA,NA,NA,NA,NA,"000301",3.01,"41051000301"
240,NA,NA,NA,NA,NA,"009904",99.04,"41051009904"
242,NA,NA,NA,NA,NA,"009906",99.06,"41051009906"
260,NA,NA,NA,NA,NA,"010600",106,"41051010600"
126,NA,NA,NA,NA,NA,"002303",23.03,"41051002303"
125,NA,NA,NA,NA,NA,"002203",22.03,"41051002203"
94,NA,NA,NA,NA,NA,"000302",3.02,"41051000302"
95,NA,NA,NA,NA,NA,"000401",4.01,"41051000401"
96,NA,NA,NA,NA,NA,"000402",4.02,"41051000402"
97,NA,NA,NA,NA,NA,"000501",5.01,"41051000501"
98,NA,NA,NA,NA,NA,"000502",5.02,"41051000502"
99,NA,NA,NA,NA,NA,"000601",6.01,"41051000601"
100,NA,NA,NA,NA,NA,"000602",6.02,"41051000602"
101,NA,NA,NA,NA,NA,"000701",7.01,"41051000701"
102,NA,NA,NA,NA,NA,"000702",7.02,"41051000702"
103,NA,NA,NA,NA,NA,"000801",8.01,"41051000801"
104,NA,NA,NA,NA,NA,"000802",8.02,"41051000802"
105,NA,NA,NA,NA,NA,"000901",9.01,"41051000901"
106,NA,NA,NA,NA,NA,"000902",9.02,"41051000902"
59,NA,NA,NA,NA,NA,"023002",230.02,"41005023002"
107,NA,NA,NA,NA,NA,"001000",10,"41051001000"
108,NA,NA,NA,NA,NA,"001101",11.01,"41051001101"
109,NA,NA,NA,NA,NA,"001102",11.02,"41051001102"
110,NA,NA,NA,NA,NA,"001201",12.01,"41051001201"
57,NA,NA,NA,NA,NA,"022907",229.07,"41005022907"
54,NA,NA,NA,NA,NA,"022904",229.04,"41005022904"
55,NA,NA,NA,NA,NA,"022905",229.05,"41005022905"
58,NA,NA,NA,NA,NA,"023001",230.01,"41005023001"
65,NA,NA,NA,NA,NA,"023403",234.03,"41005023403"
66,NA,NA,NA,NA,NA,"023404",234.04,"41005023404"
362,NA,NA,NA,NA,NA,"033302",333.02,"41067033302"
75,NA,NA,NA,NA,NA,"024200",242,"41005024200"
73,NA,NA,NA,NA,NA,"024000",240,"41005024000"
76,NA,NA,NA,NA,NA,"024302",243.02,"41005024302"
71,NA,NA,NA,NA,NA,"023901",239.01,"41005023901"
77,NA,NA,NA,NA,NA,"024303",243.03,"41005024303"
78,NA,NA,NA,NA,NA,"024304",243.04,"41005024304"
321,NA,NA,NA,NA,NA,"031909",319.09,"41067031909"
314,NA,NA,NA,NA,NA,"031812",318.12,"41067031812"
324,NA,NA,NA,NA,NA,"031912",319.12,"41067031912"
304,NA,NA,NA,NA,NA,"031616",316.16,"41067031616"
297,NA,NA,NA,NA,NA,"031609",316.09,"41067031609"
353,NA,NA,NA,NA,NA,"032700",327,"41067032700"
291,NA,NA,NA,NA,NA,"031509",315.09,"41067031509"
295,NA,NA,NA,NA,NA,"031514",315.14,"41067031514"
250,NA,NA,NA,NA,NA,"010305",103.05,"41051010305"
221,NA,NA,NA,NA,NA,"009101",91.01,"41051009101"
238,NA,NA,NA,NA,NA,"009804",98.04,"41051009804"
246,NA,NA,NA,NA,NA,"010100",101,"41051010100"
233,NA,NA,NA,NA,NA,"009606",96.06,"41051009606"
235,NA,NA,NA,NA,NA,"009702",97.02,"41051009702"
236,NA,NA,NA,NA,NA,"009801",98.01,"41051009801"
244,NA,NA,NA,NA,NA,"010001",100.01,"41051010001"
248,NA,NA,NA,NA,NA,"010303",103.03,"41051010303"
253,NA,NA,NA,NA,NA,"010405",104.05,"41051010405"
256,NA,NA,NA,NA,NA,"010409",104.09,"41051010409"
185,NA,NA,NA,NA,NA,"006404",64.04,"41051006404"
241,NA,NA,NA,NA,NA,"009905",99.05,"41051009905"
243,NA,NA,NA,NA,NA,"009907",99.07,"41051009907"
258,NA,NA,NA,NA,NA,"010411",104.11,"41051010411"
184,NA,NA,NA,NA,NA,"006403",64.03,"41051006403"
294,NA,NA,NA,NA,NA,"031513",315.13,"41067031513"
262,NA,NA,NA,NA,NA,"030101",301.01,"41067030101"
91,NA,NA,NA,NA,NA,"000100",1,"41051000100"
263,NA,NA,NA,NA,NA,"030102",301.02,"41067030102"
303,NA,NA,NA,NA,NA,"031615",316.15,"41067031615"
340,NA,NA,NA,NA,NA,"032408",324.08,"41067032408"
350,NA,NA,NA,NA,NA,"032608",326.08,"41067032608"
352,NA,NA,NA,NA,NA,"032610",326.1,"41067032610"
311,NA,NA,NA,NA,NA,"031805",318.05,"41067031805"
316,NA,NA,NA,NA,NA,"031814",318.14,"41067031814"
339,NA,NA,NA,NA,NA,"032407",324.07,"41067032407"
332,NA,NA,NA,NA,NA,"032108",321.08,"41067032108"
361,NA,NA,NA,NA,NA,"033301",333.01,"41067033301"
317,NA,NA,NA,NA,NA,"031815",318.15,"41067031815"
305,NA,NA,NA,NA,NA,"031617",316.17,"41067031617"
334,NA,NA,NA,NA,NA,"032110",321.1,"41067032110"
333,NA,NA,NA,NA,NA,"032109",321.09,"41067032109"
326,NA,NA,NA,NA,NA,"032003",320.03,"41067032003"
327,NA,NA,NA,NA,NA,"032004",320.04,"41067032004"
331,NA,NA,NA,NA,NA,"032107",321.07,"41067032107"
330,NA,NA,NA,NA,NA,"032104",321.04,"41067032104"
342,NA,NA,NA,NA,NA,"032410",324.1,"41067032410"
293,NA,NA,NA,NA,NA,"031512",315.12,"41067031512"
344,NA,NA,NA,NA,NA,"032502",325.02,"41067032502"
343,NA,NA,NA,NA,NA,"032501",325.01,"41067032501"
341,NA,NA,NA,NA,NA,"032409",324.09,"41067032409"
348,NA,NA,NA,NA,NA,"032606",326.06,"41067032606"
302,NA,NA,NA,NA,NA,"031614",316.14,"41067031614"
69,NA,NA,NA,NA,NA,"023700",237,"41005023700"
1,NA,NA,NA,NA,NA,"020100",201,"41005020100"
2,NA,NA,NA,NA,NA,"020200",202,"41005020200"
3,NA,NA,NA,NA,NA,"020302",203.02,"41005020302"
360,NA,NA,NA,NA,NA,"033200",332,"41067033200"
354,NA,NA,NA,NA,NA,"032800",328,"41067032800"
325,NA,NA,NA,NA,NA,"032001",320.01,"41067032001"
8,NA,NA,NA,NA,NA,"020404",204.04,"41005020404"
9,NA,NA,NA,NA,NA,"020501",205.01,"41005020501"
11,NA,NA,NA,NA,NA,"020504",205.04,"41005020504"
13,NA,NA,NA,NA,NA,"020600",206,"41005020600"
14,NA,NA,NA,NA,NA,"020700",207,"41005020700"
287,NA,NA,NA,NA,NA,"031504",315.04,"41067031504"
299,NA,NA,NA,NA,NA,"031611",316.11,"41067031611"
308,NA,NA,NA,NA,NA,"031705",317.05,"41067031705"
298,NA,NA,NA,NA,NA,"031610",316.1,"41067031610"
292,NA,NA,NA,NA,NA,"031511",315.11,"41067031511"
300,NA,NA,NA,NA,NA,"031612",316.12,"41067031612"
60,NA,NA,NA,NA,NA,"023100",231,"41005023100"
285,NA,NA,NA,NA,NA,"031403",314.03,"41067031403"
329,NA,NA,NA,NA,NA,"032103",321.03,"41067032103"
15,NA,NA,NA,NA,NA,"020800",208,"41005020800"
16,NA,NA,NA,NA,NA,"020900",209,"41005020900"
17,NA,NA,NA,NA,NA,"021000",210,"41005021000"
18,NA,NA,NA,NA,NA,"021100",211,"41005021100"
19,NA,NA,NA,NA,NA,"021200",212,"41005021200"
22,NA,NA,NA,NA,NA,"021500",215,"41005021500"
265,NA,NA,NA,NA,NA,"030300",303,"41067030300"
266,NA,NA,NA,NA,NA,"030401",304.01,"41067030401"
267,NA,NA,NA,NA,NA,"030402",304.02,"41067030402"
268,NA,NA,NA,NA,NA,"030501",305.01,"41067030501"
270,NA,NA,NA,NA,NA,"030600",306,"41067030600"
283,NA,NA,NA,NA,NA,"031300",313,"41067031300"
23,NA,NA,NA,NA,NA,"021601",216.01,"41005021601"
328,NA,NA,NA,NA,NA,"032005",320.05,"41067032005"
275,NA,NA,NA,NA,NA,"030806",308.06,"41067030806"
349,NA,NA,NA,NA,NA,"032607",326.07,"41067032607"
351,NA,NA,NA,NA,NA,"032609",326.09,"41067032609"
358,NA,NA,NA,NA,NA,"033101",331.01,"41067033101"
359,NA,NA,NA,NA,NA,"033102",331.02,"41067033102"
355,NA,NA,NA,NA,NA,"032901",329.01,"41067032901"
31,NA,NA,NA,NA,NA,"022103",221.03,"41005022103"
5,NA,NA,NA,NA,NA,"020304",203.04,"41005020304"
74,NA,NA,NA,NA,NA,"024100",241,"41005024100"
67,NA,NA,NA,NA,NA,"023500",235,"41005023500"
4,NA,NA,NA,NA,NA,"020303",203.03,"41005020303"
26,NA,NA,NA,NA,NA,"021801",218.01,"41005021801"
27,NA,NA,NA,NA,NA,"021802",218.02,"41005021802"
10,NA,NA,NA,NA,NA,"020503",205.03,"41005020503"
61,NA,NA,NA,NA,NA,"023201",232.01,"41005023201"
68,NA,NA,NA,NA,NA,"023600",236,"41005023600"
338,NA,NA,NA,NA,NA,"032406",324.06,"41067032406"
335,NA,NA,NA,NA,NA,"032200",322,"41067032200"
336,NA,NA,NA,NA,NA,"032300",323,"41067032300"
346,NA,NA,NA,NA,NA,"032603",326.03,"41067032603"
337,NA,NA,NA,NA,NA,"032404",324.04,"41067032404"
345,NA,NA,NA,NA,NA,"032503",325.03,"41067032503"
6,NA,NA,NA,NA,NA,"020401",204.01,"41005020401"
296,NA,NA,NA,NA,NA,"031606",316.06,"41067031606"
301,NA,NA,NA,NA,NA,"031613",316.13,"41067031613"
43,NA,NA,NA,NA,NA,"022500",225,"41005022500"
53,NA,NA,NA,NA,NA,"022901",229.01,"41005022901"
48,NA,NA,NA,NA,NA,"022702",227.02,"41005022702"
62,NA,NA,NA,NA,NA,"023202",232.02,"41005023202"
25,NA,NA,NA,NA,NA,"021700",217,"41005021700"
28,NA,NA,NA,NA,NA,"021900",219,"41005021900"
29,NA,NA,NA,NA,NA,"022000",220,"41005022000"
21,NA,NA,NA,NA,NA,"021400",214,"41005021400"
309,NA,NA,NA,NA,NA,"031706",317.06,"41067031706"
306,NA,NA,NA,NA,NA,"031703",317.03,"41067031703"
307,NA,NA,NA,NA,NA,"031704",317.04,"41067031704"
310,NA,NA,NA,NA,NA,"031804",318.04,"41067031804"
264,NA,NA,NA,NA,NA,"030200",302,"41067030200"
272,NA,NA,NA,NA,NA,"030801",308.01,"41067030801"
323,NA,NA,NA,NA,NA,"031911",319.11,"41067031911"
319,NA,NA,NA,NA,NA,"031907",319.07,"41067031907"
320,NA,NA,NA,NA,NA,"031908",319.08,"41067031908"
70,NA,NA,NA,NA,NA,"023800",238,"41005023800"
80,NA,NA,NA,NA,NA,"980000",9800,"41005980000"
279,NA,NA,NA,NA,NA,"031005",310.05,"41067031005"
276,NA,NA,NA,NA,NA,"030900",309,"41067030900"
20,NA,NA,NA,NA,NA,"021300",213,"41005021300"
63,NA,NA,NA,NA,NA,"023300",233,"41005023300"
64,NA,NA,NA,NA,NA,"023401",234.01,"41005023401"
24,NA,NA,NA,NA,NA,"021602",216.02,"41005021602"
30,NA,NA,NA,NA,NA,"022101",221.01,"41005022101"
35,NA,NA,NA,NA,NA,"022201",222.01,"41005022201"
44,NA,NA,NA,NA,NA,"022602",226.02,"41005022602"
42,NA,NA,NA,NA,NA,"022400",224,"41005022400"
286,NA,NA,NA,NA,NA,"031404",314.04,"41067031404"
284,NA,NA,NA,NA,NA,"031402",314.02,"41067031402"
281,NA,NA,NA,NA,NA,"031100",311,"41067031100"
312,NA,NA,NA,NA,NA,"031806",318.06,"41067031806"
313,NA,NA,NA,NA,NA,"031807",318.07,"41067031807"
318,NA,NA,NA,NA,NA,"031904",319.04,"41067031904"
280,NA,NA,NA,NA,NA,"031006",310.06,"41067031006"
37,NA,NA,NA,NA,NA,"022206",222.06,"41005022206"
36,NA,NA,NA,NA,NA,"022205",222.05,"41005022205"
39,NA,NA,NA,NA,NA,"022208",222.08,"41005022208"
38,NA,NA,NA,NA,NA,"022207",222.07,"41005022207"
347,NA,NA,NA,NA,NA,"032604",326.04,"41067032604"
357,NA,NA,NA,NA,NA,"033000",330,"41067033000"
363,NA,NA,NA,NA,NA,"033400",334,"41067033400"
364,NA,NA,NA,NA,NA,"033500",335,"41067033500"
365,NA,NA,NA,NA,NA,"033600",336,"41067033600"
40,NA,NA,NA,NA,NA,"022301",223.01,"41005022301"
41,NA,NA,NA,NA,NA,"022302",223.02,"41005022302"
47,NA,NA,NA,NA,NA,"022606",226.06,"41005022606"
282,NA,NA,NA,NA,NA,"031200",312,"41067031200"
289,NA,NA,NA,NA,NA,"031507",315.07,"41067031507"
290,NA,NA,NA,NA,NA,"031508",315.08,"41067031508"
269,NA,NA,NA,NA,NA,"030502",305.02,"41067030502"
356,NA,NA,NA,NA,NA,"032902",329.02,"41067032902"
406,NA,NA,NA,NA,NA,"040511",405.11,"53011040511"
383,NA,NA,NA,NA,NA,"040101",401.01,"53011040101"
389,NA,NA,NA,NA,NA,"040302",403.02,"53011040302"
273,NA,NA,NA,NA,NA,"030803",308.03,"41067030803"
288,NA,NA,NA,NA,NA,"031506",315.06,"41067031506"
46,NA,NA,NA,NA,NA,"022605",226.05,"41005022605"
45,NA,NA,NA,NA,NA,"022603",226.03,"41005022603"
49,NA,NA,NA,NA,NA,"022707",227.07,"41005022707"
51,NA,NA,NA,NA,NA,"022710",227.1,"41005022710"
79,NA,NA,NA,NA,NA,"024400",244,"41005024400"
56,NA,NA,NA,NA,NA,"022906",229.06,"41005022906"
271,NA,NA,NA,NA,NA,"030700",307,"41067030700"
434,NA,NA,NA,NA,NA,"041007",410.07,"53011041007"
472,NA,NA,NA,NA,NA,"041600",416,"53011041600"
322,NA,NA,NA,NA,NA,"031910",319.1,"41067031910"
274,NA,NA,NA,NA,NA,"030805",308.05,"41067030805"
52,NA,NA,NA,NA,NA,"022800",228,"41005022800"
12,NA,NA,NA,NA,NA,"020505",205.05,"41005020505"
7,NA,NA,NA,NA,NA,"020403",204.03,"41005020403"
33,NA,NA,NA,NA,NA,"022107",221.07,"41005022107"
32,NA,NA,NA,NA,NA,"022105",221.05,"41005022105"
34,NA,NA,NA,NA,NA,"022108",221.08,"41005022108"
277,NA,NA,NA,NA,NA,"031003",310.03,"41067031003"
278,NA,NA,NA,NA,NA,"031004",310.04,"41067031004"
315,NA,NA,NA,NA,NA,"031813",318.13,"41067031813"
435,NA,NA,NA,NA,NA,"041008",410.08,"53011041008"
432,NA,NA,NA,NA,NA,"041003",410.03,"53011041003"
433,NA,NA,NA,NA,NA,"041005",410.05,"53011041005"
50,NA,NA,NA,NA,NA,"022708",227.08,"41005022708"
461,NA,NA,NA,NA,NA,"041325",413.25,"53011041325"
446,NA,NA,NA,NA,NA,"041201",412.01,"53011041201"
447,NA,NA,NA,NA,NA,"041203",412.03,"53011041203"
449,NA,NA,NA,NA,NA,"041206",412.06,"53011041206"
455,NA,NA,NA,NA,NA,"041318",413.18,"53011041318"
458,NA,NA,NA,NA,NA,"041321",413.21,"53011041321"
450,NA,NA,NA,NA,NA,"041309",413.09,"53011041309"
451,NA,NA,NA,NA,NA,"041310",413.1,"53011041310"
473,NA,NA,NA,NA,NA,"041700",417,"53011041700"
474,NA,NA,NA,NA,NA,"041800",418,"53011041800"
475,NA,NA,NA,NA,NA,"041900",419,"53011041900"
427,NA,NA,NA,NA,NA,"040905",409.05,"53011040905"
429,NA,NA,NA,NA,NA,"040908",409.08,"53011040908"
420,NA,NA,NA,NA,NA,"040803",408.03,"53011040803"
428,NA,NA,NA,NA,NA,"040907",409.07,"53011040907"
443,NA,NA,NA,NA,NA,"041110",411.1,"53011041110"
393,NA,NA,NA,NA,NA,"040409",404.09,"53011040409"
426,NA,NA,NA,NA,NA,"040904",409.04,"53011040904"
430,NA,NA,NA,NA,NA,"040909",409.09,"53011040909"
417,NA,NA,NA,NA,NA,"040710",407.1,"53011040710"
416,NA,NA,NA,NA,NA,"040709",407.09,"53011040709"
440,NA,NA,NA,NA,NA,"041105",411.05,"53011041105"
441,NA,NA,NA,NA,NA,"041107",411.07,"53011041107"
460,NA,NA,NA,NA,NA,"041323",413.23,"53011041323"
410,NA,NA,NA,NA,NA,"040608",406.08,"53011040608"
464,NA,NA,NA,NA,NA,"041328",413.28,"53011041328"
465,NA,NA,NA,NA,NA,"041329",413.29,"53011041329"
423,NA,NA,NA,NA,NA,"040808",408.08,"53011040808"
425,NA,NA,NA,NA,NA,"040810",408.1,"53011040810"
438,NA,NA,NA,NA,NA,"041011",410.11,"53011041011"
445,NA,NA,NA,NA,NA,"041112",411.12,"53011041112"
444,NA,NA,NA,NA,NA,"041111",411.11,"53011041111"
467,NA,NA,NA,NA,NA,"041331",413.31,"53011041331"
466,NA,NA,NA,NA,NA,"041330",413.3,"53011041330"
462,NA,NA,NA,NA,NA,"041326",413.26,"53011041326"
415,NA,NA,NA,NA,NA,"040707",407.07,"53011040707"
412,NA,NA,NA,NA,NA,"040610",406.1,"53011040610"
411,NA,NA,NA,NA,NA,"040609",406.09,"53011040609"
479,NA,NA,NA,NA,NA,"042400",424,"53011042400"
424,NA,NA,NA,NA,NA,"040809",408.09,"53011040809"
437,NA,NA,NA,NA,NA,"041010",410.1,"53011041010"
413,NA,NA,NA,NA,NA,"040703",407.03,"53011040703"
439,NA,NA,NA,NA,NA,"041104",411.04,"53011041104"
454,NA,NA,NA,NA,NA,"041317",413.17,"53011041317"
422,NA,NA,NA,NA,NA,"040806",408.06,"53011040806"
489,NA,NA,NA,NA,NA,"950300",9503,"53059950300"
490,NA,NA,NA,NA,NA,"950400",9504,"53059950400"
394,NA,NA,NA,NA,NA,"040411",404.11,"53011040411"
418,NA,NA,NA,NA,NA,"040711",407.11,"53011040711"
476,NA,NA,NA,NA,NA,"042000",420,"53011042000"
477,NA,NA,NA,NA,NA,"042100",421,"53011042100"
478,NA,NA,NA,NA,NA,"042300",423,"53011042300"
431,NA,NA,NA,NA,NA,"040910",409.1,"53011040910"
395,NA,NA,NA,NA,NA,"040412",404.12,"53011040412"
397,NA,NA,NA,NA,NA,"040414",404.14,"53011040414"
399,NA,NA,NA,NA,NA,"040416",404.16,"53011040416"
396,NA,NA,NA,NA,NA,"040413",404.13,"53011040413"
484,NA,NA,NA,NA,NA,"042900",429,"53011042900"
485,NA,NA,NA,NA,NA,"043000",430,"53011043000"
486,NA,NA,NA,NA,NA,"043100",431,"53011043100"
384,NA,NA,NA,NA,NA,"040102",401.02,"53011040102"
385,NA,NA,NA,NA,NA,"040201",402.01,"53011040201"
390,NA,NA,NA,NA,NA,"040403",404.03,"53011040403"
407,NA,NA,NA,NA,NA,"040603",406.03,"53011040603"
436,NA,NA,NA,NA,NA,"041009",410.09,"53011041009"
442,NA,NA,NA,NA,NA,"041108",411.08,"53011041108"
456,NA,NA,NA,NA,NA,"041319",413.19,"53011041319"
457,NA,NA,NA,NA,NA,"041320",413.2,"53011041320"
419,NA,NA,NA,NA,NA,"040712",407.12,"53011040712"
463,NA,NA,NA,NA,NA,"041327",413.27,"53011041327"
469,NA,NA,NA,NA,NA,"041333",413.33,"53011041333"
488,NA,NA,NA,NA,NA,"950200",9502,"53059950200"
487,NA,NA,NA,NA,NA,"950100",9501,"53059950100"
470,NA,NA,NA,NA,NA,"041400",414,"53011041400"
409,NA,NA,NA,NA,NA,"040605",406.05,"53011040605"
414,NA,NA,NA,NA,NA,"040706",407.06,"53011040706"
421,NA,NA,NA,NA,NA,"040805",408.05,"53011040805"
448,NA,NA,NA,NA,NA,"041205",412.05,"53011041205"
405,NA,NA,NA,NA,NA,"040510",405.1,"53011040510"
388,NA,NA,NA,NA,NA,"040301",403.01,"53011040301"
398,NA,NA,NA,NA,NA,"040415",404.15,"53011040415"
468,NA,NA,NA,NA,NA,"041332",413.32,"53011041332"
480,NA,NA,NA,NA,NA,"042500",425,"53011042500"
481,NA,NA,NA,NA,NA,"042600",426,"53011042600"
482,NA,NA,NA,NA,NA,"042700",427,"53011042700"
483,NA,NA,NA,NA,NA,"042800",428,"53011042800"
491,NA,NA,NA,NA,NA,"950500",9505,"53059950500"
459,NA,NA,NA,NA,NA,"041322",413.22,"53011041322"
453,NA,NA,NA,NA,NA,"041313",413.13,"53011041313"
452,NA,NA,NA,NA,NA,"041312",413.12,"53011041312"
408,NA,NA,NA,NA,NA,"040604",406.04,"53011040604"
392,NA,NA,NA,NA,NA,"040408",404.08,"53011040408"
391,NA,NA,NA,NA,NA,"040407",404.07,"53011040407"
401,NA,NA,NA,NA,NA,"040505",405.05,"53011040505"
402,NA,NA,NA,NA,NA,"040507",405.07,"53011040507"
403,NA,NA,NA,NA,NA,"040508",405.08,"53011040508"
404,NA,NA,NA,NA,NA,"040509",405.09,"53011040509"
400,NA,NA,NA,NA,NA,"040504",405.04,"53011040504"
471,NA,NA,NA,NA,NA,"041500",415,"53011041500"
386,NA,NA,NA,NA,NA,"040202",402.02,"53011040202"
387,NA,NA,NA,NA,NA,"040203",402.03,"53011040203"
